PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,OpeningTags
03lEu,5rk1/5ppp/4p3/1Qn5/3qP3/3PnB2/PP4PP/RN2R1K1 w - - 5 18,e1e3 d4e3 g1f1 c5d3 b5d3 e3d3,1461,76,92,233,crushing hangingPiece kingsideAttack long middlegame,Scandinavian Defense: Blackburne-Kloosterboer Gambit
03lpq,r2q1rk1/ppb2ppp/2p1b1n1/6N1/3P1PP1/3Q3P/PP4B1/R1B2RK1 b - - 0 15,h7h6 g5e6 f7e6 d3g6,1197,81,91,227,crushing opening short,Clemenz Opening: Other variations
03nT3,r5kr/p1pQ2b1/1p2pq2/8/3N1B2/3B4/PPP2P1P/R3K3 b Q - 0 16,f6f4 d7g7 g8g7 d4e6 g7f6 e6f4,2241,97,79,22,advantage attraction exposedKing fork long middlegame sacrifice,Owen Defense: Matovinsky Gambit
03qSh,r2q1r1k/3n1b1p/p2b1p2/8/3P2QN/2P3PP/P4PB1/R4RK1 b - - 2 19,a8c8 h4f5 f7g6 f5d6,1514,77,87,81,crushing middlegame short,Kings Indian Attack: Other variations
03qeB,r3k2r/1p2ppbp/1qn1b3/1B3p2/PQ6/4P3/3P1PPP/RN2K1NR w KQkq - 1 14,b5c6 b6c6 g1e2 g7a1,1638,76,100,176,advantage middlegame short,Polish Opening: Outflank Variation
03rQC,r2q1rk1/p1pnbppp/3p4/1p2P3/4P1b1/1PP2NP1/P4PBP/R1BRQ1K1 b - - 0 15,d7e5 f3e5 d6e5 d1d8,826,77,97,1327,crushing opening short,Kings Knight Opening: Konstantinopolsky
03tA7,r1bq1k1r/p2p1pb1/2B3pp/2p1Pp2/5B1P/2P2N2/PP1Q1PP1/R3K2R b KQ - 0 15,d7c6 d2d8,589,101,77,159,hangingPiece mate mateIn1 middlegame oneMove,Pterodactyl Defense: Eastern
03uVM,r1b2rk1/pp1p1ppp/1bn2n2/8/2B1P2q/1NN5/PP3PPP/R1BQ1RK1 w - - 9 11,c3d5 f6g4 c1f4 b6f2 f1f2 h4f2,2424,104,89,830,crushing kingsideAttack long opening,Sicilian Defense: Smith-Morra Gambit Declined
03wgS,rnb1kb1r/p3npp1/2pp2qp/1p2p1B1/4P3/1BNP1N2/PPPQ1PPP/R3K2R w KQkq - 0 9,f3h4 g6g5 d2g5 h6g5,1086,76,94,686,crushing middlegame short,Bishops Opening: Philidor Counterattack
0438I,r3k1nr/ppp2ppp/3p4/bP4q1/2BpP1b1/3P2P1/PBPN1P1P/R2QK2R w KQkq - 1 11,f2f3 g5e3 d1e2 a5d2,2225,79,90,560,crushing middlegame short,Italian Game: Evans Gambit Declined
043Em,rn2k2r/pp3pp1/2pbpn1p/8/3qp3/2N3QN/PPPPBPPP/R1B1K2R w KQkq - 2 13,g3g7 h8h7 c3b5 c6b5,2274,76,91,6945,advantage opening short,Zukertort Opening: Tennison Gambit
048VU,rbb2rk1/1p3ppp/pqn2n2/3p4/3Pp3/P1N1B2P/1PP1BPPN/R2QK2R b KQ - 3 13,b6b2 c3a4 b2a1 d1a1,1366,74,85,286,advantage opening short trappedPiece,Zukertort Opening: Other variations
04ALm,r1b1k1nr/pppp1pp1/7p/2bNp3/4P1Q1/1P1P4/1PP2qPP/R1BK2NR b kq - 0 9,g8f6 g4g7 f2f1 d1d2 c5b4 c2c3,2162,80,90,645,crushing long middlegame,Vienna Game: Max Lange Defense
04Axh,r2q1rk1/pppb1ppp/2nb1p2/8/2QP4/2NBPN2/PP3PPP/R3K2R b KQ - 2 10,d7e6 d4d5 c6e5 f3e5,1365,74,88,287,crushing fork middlegame short,Queens Pawn Game: Levitsky Attack
04BPh,2kr2nr/1bp1bppp/p1p5/4N3/3q1B2/2N2Q2/PPP3PP/R3RK2 w - - 1 15,e5f7 d4c4 f1g1 c4f7,1334,75,87,1309,advantage fork middlegame short,Kings Gambit Accepted: Modern Defense
04CUq,r3k1nr/pbp2p2/1pNbpq2/7p/3P2p1/3BPP2/PPQB2PP/R3K2R w KQkq - 3 14,e1g1 d6h2 g1h2 f6h4 h2g1 g4g3 f1e1 h4h2 g1f1 h2h1 f1e2 h1g2 e2d1 g2f3 d3e2 f3c6 c2c6 b7c6,2136,78,86,289,attraction crushing deflection kingsideAttack middlegame sacrifice veryLong,Queens Gambit Accepted: Normal Variation
04DZk,r3kb1r/pbp1p1pp/1pn2n2/3q1p2/2QP4/5NP1/PP2PPBP/RNB2RK1 w kq - 1 9,f3e5 d5g2 g1g2 c6e5 g2g1 e5c4,1974,75,95,2846,crushing discoveredAttack kingsideAttack long opening sacrifice,Dutch Defense: Fianchetto Variation
04GZH,rnb2rk1/pp3p1p/6pB/q7/2p5/4P3/P2NBPPP/Q3K2R b K - 1 15,f8d8 a1g7,831,76,98,496,mate mateIn1 middlegame oneMove,Grunfeld Defense: Three Knights Variation
04HwQ,rn2kbnr/p6p/b1p1p1N1/3q1p1Q/PppPN3/4P3/1P3PPP/R1B1KB1R b KQkq - 0 11,h7g6 h5h8 f5e4 h8g8,2043,75,90,1310,advantage hangingPiece middlegame short,Semi-Slav Defense: Noteboom Variation
04Hy1,2rq1rk1/1b3pp1/1n1b1n1p/p2Pp3/PpP1P3/3BBN1P/2Q1NPP1/R2R2K1 b - - 0 19,b6c4 d3c4 b7a6 f3d2 a6c4 d2c4,1673,75,91,1562,crushing long master middlegame quietMove,Semi-Slav Defense: Stoltz Variation
04Lnq,r1bqk1nr/pppp1ppp/2n5/2b1P1B1/2B5/2P2N2/P4PPP/RN1QK2R b KQkq - 2 8,c5e7 d1d5 g8h6 g5h6,1922,74,95,5398,advantage opening short,Scotch Game: Benima Defense
04MdN,r1b1r1k1/pp2qp1p/2n1p1pQ/3p3N/3P4/2PB4/P4PPP/R4RK1 b - - 2 17,e7f8 h5f6 g8h8 h6h7,1147,75,98,3909,fork mate mateIn2 middlegame short,Sicilian Defense: Morphy Gambit
04NEq,rnb1kbr1/pppp1Npp/5q2/2n5/2B5/5P2/PPPP2PP/RNBQK2R w KQq - 1 7,b1c3 f6h4 g2g3 h4c4,1488,76,97,5152,advantage fork opening short,Russian Game: Damiano Variation
04NfX,rn2k1nr/p1pp1p2/4p3/1p5p/4P1Pq/5Q2/PPPP2KP/RNB2R2 b kq - 1 11,h5g4 f3f7 e8d8 f7f8,747,98,95,112,attackingF2F7 mate mateIn2 middlegame short,Zukertort Opening: Polish Defense
04SC7,2r2rk1/1p3pp1/p1nq3p/2Rpp3/3P4/P2QPN1P/1P3PP1/5RK1 w - - 0 18,f1c1 e5e4 d3b3 e4f3,1197,77,94,5330,crushing fork middlegame short,Slav Defense: Exchange Variation
04TFa,rnb1kb1r/pp3ppp/2p2n2/4p3/8/1B1P1Q2/PPP2PqP/RNB1K1NR b KQkq - 1 7,c8h3 f3h3 g2h1 h3c8 e8e7 e1f1 b8d7 c8a8,2650,108,84,189,advantage opening sacrifice veryLong,Portuguese Opening: Other variations
04ViT,2rq1rk1/3nbp2/p1p3pp/1p1p3b/1P1P4/P3PN1P/1BQ1BPP1/2R2RK1 b - - 0 17,e7d6 g2g4 h5g4 h3g4,1603,75,94,2388,advantage middlegame short trappedPiece,Queens Pawn Game: Anti-Torre
04XLJ,2kr3r/pp1nqpp1/4p1p1/8/5N2/2Q5/PPP3PP/2KR3R b - - 3 18,e7c5 d1d7 c5c3 d7d8,1646,77,84,977,advantage middlegame queensideAttack short,Queens Pawn Game: Stonewall Attack
04YAw,3r1rk1/1p2bppp/p2p4/3PP1qn/3Q4/2N3BP/PP3PP1/R3R1K1 w - - 1 18,g3h4 g5h4 d4h4 e7h4,1245,78,85,565,advantage middlegame short,Sicilian Defense: Canal Attack
04YNB,5r1k/2pq1ppp/p1N1b3/3p4/1Q1Pn3/4P2P/PP3PP1/R3K2R b KQ - 0 18,d7c6 b4f8,527,96,82,271,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,English Opening: Agincourt Defense
04bAA,2rqkb1r/p2np3/3p2p1/3Q2Nn/1PP1P3/5P2/P6P/RN2K2R b KQk - 2 16,h5f4 d5f7,735,103,94,248,mate mateIn1 middlegame oneMove,Rat Defense: Spike Attack
04bHj,r2q1rk1/ppp1bppp/4p3/n2pPb2/2nP1B2/P1N4P/BPPNQPP1/R3K2R b KQ - 1 13,f5c2 d2c4 d5c4 e2c2,1420,73,95,24693,advantage discoveredAttack middlegame short,Alekhine Defense: Balogh Variation
04e55,2krr3/1pp2p1p/p1b3p1/6qn/2BbP3/2N2P2/PP1BQ1PP/2RR2K1 w - - 1 19,g1h1 h5g3 h2g3 g5h5,1042,81,94,1219,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,Queens Gambit Accepted: Accelerated Mannheim Variation
04lT6,r4rk1/p1p1b1pp/8/4p3/Q1bq4/6N1/PPP2PPP/R1B2RK1 b - - 10 16,f8f2 f1f2 d4d1 g3f1,1661,78,93,9520,crushing middlegame short,Italian Game: Scotch Gambit Declined
04lsW,r2qr1k1/p1pb1pbp/1p1p1np1/6B1/4PQ2/2N5/PPP2PPP/2KR2NR w - - 0 13,c3d5 f6d5 e4d5 f7f6 g5h6 g6g5 f4d2 g7h6,2024,75,88,251,advantage interference opening veryLong,Pirc Defense: Byrne Variation
04p7f,3rr1k1/ppp1qppp/3b4/3P4/8/P4n1P/1PP2PP1/R1BQR1K1 w - - 0 16,d1f3 e7e1,584,94,96,519,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,Englund Gambit Complex: Hartlaub-Charlick Gambit
04q0u,r1b1kbnr/ppp1qppp/8/4PnB1/8/5N2/PPP2PPP/RN1Q1RK1 b kq - 4 9,e7e6 d1d8,588,84,100,343,mate mateIn1 oneMove opening,Italian Game: Paris Defense
04r0B,1r1q1rk1/b3n1pp/b1p2p2/p2pp3/N5Q1/PP2P1P1/1BP2PBP/R3R1K1 b - - 4 15,c6c5 g4e6 g8h8 e6a6,1338,78,95,20083,crushing fork middlegame short,Kings Indian Attack: French Variation
04tGQ,r1b1k2r/p2qbp1p/2p2p2/1p6/2BnN3/3P4/PP3PPP/2KQR1NR b kq - 1 14,b5c4 e4f6 e8f8 f6d7,1024,76,84,198,advantage opening pin short,French Defense: Orthoschnapp Gambit
04tmj,r2nr1k1/pp1b1pbp/1q1B2p1/1P6/2P5/P4N2/4BPPP/R2Q1RK1 w - - 3 18,a3a4 g7a1 c4c5 b6a5 d1a1 e8e2,1703,75,81,398,advantage long middlegame,Scandinavian Defense: Kiel Variation
04wxY,1r1q1rk1/p1nbppbp/3p2p1/3n4/1pP5/1P2PN2/R1QBBPPP/3N1RK1 b - - 1 15,d7f5 e3e4 f5e4 c2e4,1386,75,93,3809,advantage fork middlegame short,Indian Defense: Spielmann-Indian
04yGy,r4k1r/pp2q3/2pb1npp/4RbN1/8/1QN4P/PP1B1PP1/R5K1 b - - 0 19,e7e5 b3f7,1007,81,85,258,mate mateIn1 middlegame oneMove,Center Game: Lanc-Arnold Gambit
050qo,r4rk1/2pq1ppp/pbn3b1/1p1NP3/6P1/5N1P/PP3P2/R1BQR1K1 b - - 0 17,f8e8 d5f6 g7f6 d1d7,1332,75,94,17887,crushing discoveredAttack middlegame short,Ruy Lopez: Classical Variation
054WZ,rnbr2k1/pp3pbp/2p3p1/4N3/2P1n3/2N1P2P/PP2BPP1/R1B2RK1 w - - 1 12,e5f7 e4c3 f7d8 c3e2,1682,76,93,1308,advantage opening short,Kings Indian Defense: Semi-Classical Variation
059vO,1k1r3r/ppqn4/2pb4/4pp1p/1N4bP/1QP1B1P1/PP3PB1/R3K2R b KQ - 1 18,f5f4 b4a6 b8c8 a6c7,1910,75,88,123,crushing middlegame pin queensideAttack short,Caro-Kann Defense: Bronstein-Larsen Variation
05Ba5,r1bk1bnr/pp1pqpp1/2n4p/1NpQ4/2B1PB2/5N2/PP3PPP/R3K2R b KQ - 5 9,g8f6 f4c7 d8e8 b5d6 e7d6 d5f7,2095,75,92,4587,attackingF2F7 deflection long mate mateIn3 middlegame sacrifice,Center Game: Kieseritzky Variation
05F1i,rnb2rk1/pppp1ppp/8/4P3/2B1n2q/1Q4P1/PB3P1P/R3K1NR b KQ - 0 11,e4g3 f2g3 h4e4 e1f2,2531,84,88,745,advantage defensiveMove opening short,Danish Gambit Accepted: Copenhagen Defense
05FjH,1n3rk1/r3bppp/p2q1n2/1pp1N3/3pP3/P2P2NP/RPP2PP1/2BQ1RK1 w - - 1 15,c1f4 d6e6 b2b3 e7d6,2189,78,83,85,advantage clearance middlegame short,Van Geet Opening: Other variations
05GUn,rnb1kb1r/p2ppp1p/6p1/qP1N4/8/1pR5/PP2PPPP/3QKBNR b Kkq - 1 10,b3a2 b2b4 a5d8 d5c7 d8c7 c3c7,2100,77,91,1882,crushing fork long opening,Benko Gambit: Other variations
05K2c,r2k1b1r/3n1Q2/p3p2p/1B3p2/4bq2/2P4P/PP3P1P/3RK2R b K - 0 19,a8a7 d1d7 a7d7 f7d7,1267,75,91,605,mate mateIn2 middlegame short,St George Defense: Polish Variation
05KBs,r1bq1rk1/ppp2p2/6pQ/8/3bN3/6P1/PP3PBP/R4RK1 b - - 0 15,d4b2 e4g5 d8g5 h6g5,1568,74,88,1100,crushing middlegame short,Zukertort Opening: Kingside Fianchetto
05RTW,r4rk1/1bqnbppp/pp1ppn2/8/2N1PB2/P1PB1N1P/1P2QPP1/R2R2K1 w - - 2 14,c4d6 e7d6 f4d6 c7d6 e4e5 b7f3 e5d6 f3e2,1768,74,92,1670,advantage middlegame veryLong,Sicilian Defense: Smith-Morra Gambit Deferred
05Rz2,r6r/1b2kp1p/p3p3/5p2/B1R5/4P3/P4PPP/5RK1 b - - 0 18,h8g8 c4c7 e7f6 c7b7,917,82,79,138,advantage endgame fork short,Queens Gambit Declined: Semi-Tarrasch Defense
05Seu,1r2k2r/ppp3pp/4p3/2bqP2b/8/1Q1B3P/PP1B1PP1/R3K2R w KQk - 0 15,e1g1 d5b3 a2b3 b8d8,2003,76,90,949,advantage middlegame short,Nimzowitsch Defense: Colorado Countergambit Accepted
05VTZ,1r2k2r/4p2p/ppnnbpp1/2p5/P1P5/B1P1PP1P/3NB1P1/RR4K1 w k - 2 18,a3c5 b6c5 b1b8 c6b8,1298,79,83,147,crushing hangingPiece middlegame short,Pterodactyl Defense: Queen Pterodactyl
05iTc,r1bq1rk1/ppp1npb1/7p/3Pp1pn/4P2B/1BN2N2/PPP3PP/R2Q1RK1 w - - 0 13,h4g5 h6g5 f3g5 h5f6,2294,83,90,1224,advantage opening short,Pirc Defense: Austrian Attack
05jWv,5rkr/pp4pp/1b1p1q2/nP5b/Q2PP3/5NR1/P2N1P2/R1B1K3 b Q - 0 19,b6d4 a4d4 f6d4 f3d4,1693,75,92,1202,crushing middlegame short,Italian Game: Birds Attack
05mJd,5rk1/ppp2p2/4b1pp/3p4/3b3q/4Q3/P1B2PPP/R1B1R1K1 w - - 0 19,e3g3 h4g3 h2g3 d4a1,1523,76,89,972,advantage middlegame pin short,Ponziani Opening: Neumann Gambit
05t9P,r1b2rk1/pp1pqpp1/2n2n1p/4p3/2B1P3/2N5/PPP2PPP/R1BQ1RK1 w - - 2 10,f2f4 e7c5 g1h1 c5c4,942,76,98,1282,crushing fork opening short,Sicilian Defense: Bucker Variation
05zdK,r1b3k1/ppp2p1p/6p1/3p3r/1P1B3q/P3Pn2/2PNBPP1/R2Q1RK1 w - - 4 16,d2f3 h4h1,819,79,84,74,mate mateIn1 middlegame oneMove,Queens Pawn Game: Colle System
062Xx,rn1q2k1/ppp2ppp/3br3/8/6b1/5N2/PPP1BPPP/R1BQ1RK1 w - - 4 13,e2c4 g4f3 d1f3 d8h4 c1f4 h4f4 f3f4 d6f4 c4e6 f7e6,2465,90,89,1035,advantage opening veryLong,Kings Pawn Game: Other variations
063RU,2r1k3/1b1nbpp1/p2pp2r/1pq4p/3QP1nP/P1NB1NB1/1PP2PP1/2R1R1K1 w - - 3 17,d4g7 e7f6 g7g8 e8e7,1765,76,85,86,crushing middlegame short,Sicilian Defense: OKelly Variation
066PI,2r2rk1/p2b1ppp/4pb2/q7/1p6/1QN3P1/PP2PPBP/R2R2K1 w - - 0 19,c3e4 d7a4 e4f6 g7f6 b3f3 a4d1,1436,75,93,12775,advantage long master middlegame skewer,Catalan Opening: Open Defense
066RW,rnb1k2r/pp1pbpQp/2p4n/8/1qB1P3/2N5/PB3PPP/1R2K1NR b Kkq - 0 10,h8g8 c4f7 h6f7 g7g8,1603,75,93,1569,attackingF2F7 crushing deflection fork opening short,Danish Gambit Accepted: Chigorin Defense
067ez,r1bq1rk1/bpp2pp1/p6p/3pP3/3Nn3/P1NB3P/1P3PP1/R1BQ1RK1 b - - 0 14,e4c3 b2c3,1381,75,89,829,advantage oneMove opening,Kings Pawn Game: Tayler Opening
0695u,2r2k1r/pb2q1bp/1p1p2p1/3Ppp2/QP2B3/P4NP1/4NPP1/R3K2R w KQ - 0 19,e4b1 e5e4 f3d4 g7d4,1540,75,94,2825,advantage middlegame short,Queens Indian Accelerated: Other variations
069OH,r4rk1/2p1bppp/p1Pp1q2/2p5/5B2/2P5/P1PQ1PPP/R3R1K1 w - - 5 16,f4g5 f6g5 d2g5 e7g5,945,87,95,531,crushing middlegame short,Four Knights Game: Ranken Variation
06Dpz,r1bqkbnr/ppp3pp/8/3pnP2/5P2/8/PPPP2PP/RNBQKB1R w KQkq - 0 6,f4e5 d8h4 g2g3 h4e4 d1e2 e4h1,1070,82,91,771,advantage fork long opening,Kings Gambit Declined: Miles Defense
06FBX,rnb1k2r/pp3ppp/4p3/3p4/4nq1P/PN2BNb1/1PP1PPP1/R2QKB1R w KQkq - 3 11,e3f4 g3f2,965,85,93,1607,attackingF2F7 mate mateIn1 oneMove opening,Indian Defense: Knights Variation
06L5W,rnbqk2r/1ppppp2/5P1b/p6p/2B2Qp1/8/PPPP1PPP/RNB1K1NR w KQkq - 2 7,f6e7 d8e7 f4e3 h6e3,1086,80,92,748,advantage opening short,Ware Defense: Other variations
06MjK,r2qk2r/1bp1bppp/p1p5/1pn3B1/3N4/8/PPP2PPP/RN1QR1K1 b kq - 1 12,f7f6 g5f6 g7f6 d1h5,2034,80,83,60,crushing opening pin sacrifice short,Ruy Lopez: Open
06ZEQ,r2qr1k1/2p2ppp/bp1p4/p1bP4/6Q1/2B1P1P1/PP3PBP/R4RK1 b - - 2 16,a6f1 g4g7,1090,78,87,153,kingsideAttack master mate mateIn1 middlegame oneMove,Nimzo-Indian Defense: Romanishin Variation
06a65,r1bq1rk1/pp5p/2npp1p1/8/4Q3/2NBKN2/PPP3PP/R6R w - - 0 14,e4h4 f8f3 g2f3 d8h4,1365,76,95,16621,crushing master middlegame short,Zukertort Opening: Lisitsyn Gambit Deferred
06cqX,rn1q1rk1/pb3ppp/1N2p3/8/3P4/3B1N2/PP1b1PPP/R2Q1RK1 b - - 0 12,b7f3 d1f3 d8b6 f3a8,1135,76,88,136,advantage opening short trappedPiece,Nimzo-Indian Defense: Other variations
06fMQ,r3qr2/ppp2pk1/3p1np1/3Pp2p/4P2P/P1Q2P1B/1PP2P2/2KR3R b - - 0 18,c7c5 d5c6 e8c6 c3c6 b7c6 d1d6,1558,77,93,1202,advantage capturingDefender enPassant long middlegame,Modern Defense: Standard Line
06nTK,r1b2r1k/ppp3pp/1qn2p2/2b5/2BN4/2P1B3/PP3PPP/R2Q1RK1 w - - 5 16,d4f5 c8f5 e3c5 b6c5,1515,75,89,1018,advantage hangingPiece opening short,Scandinavian Defense: Anderssen Counterattack
06ojO,rn1qkb1r/pp3ppp/8/2pp3b/3pn3/1BP2N1P/PP3PP1/RNBQR1K1 b kq - 0 9,b8c6 c3c4 f8e7 c4d5,2690,116,89,827,advantage opening short,Bishops Opening: Urusov Gambit
06rZc,r2q1r2/1pp3k1/3p3p/p1bNpnpQ/2P5/P2P2P1/1P3PPN/R4RK1 w - - 0 18,g1h1 c5f2 h5h3 f5g3 h3g3 f2g3,1684,78,89,65,crushing fork long middlegame,English Opening: The Whale
06tOY,r1b2rk1/pp4pp/n1p1ppn1/8/2P1q3/2B2NPP/PP2BP2/R2Q1RK1 b - - 0 13,e6e5 e2d3 e4d3 d1d3,1393,74,92,2121,crushing master middlegame short trappedPiece,Semi-Slav Defense: Marshall Gambit
06vv6,rn2k2r/ppq1ppbp/3p2p1/1PpP4/Q3n3/8/PP3PPP/R1B1KBNR b KQkq - 1 10,e4f6 b5b6 c7d7 f1b5,1441,79,86,109,advantage clearance discoveredAttack opening pin short,Benoni Defense: Hromadka System
06wyM,2kr3r/ppp3pp/bbn2p2/4p3/8/2B2NPP/PP3NB1/R3R1K1 w - - 4 17,a1d1 d8d1 e1d1 e5e4,2181,76,81,68,advantage master middlegame pin short,Zukertort Opening: Old Indian Attack
06yUK,r4rk1/1p2bppp/p1bp1n2/3Np3/P1P1P3/1q1Q2P1/1B3PBP/R2R2K1 b - - 1 17,b3d3 d5e7 g8h8 d1d3,1545,77,91,1341,crushing hangingPiece intermezzo middlegame short,Sicilian Defense: Staunton-Cochrane Variation
06yez,r2k1b1r/pp1b1Bpp/2n5/3Qp1q1/8/3P4/PP2PP1P/RN2K1NR w KQ - 3 12,g1f3 g5c1,1179,76,100,308,mate mateIn1 middlegame oneMove,Grob Opening: Spike
06ymP,rn1qkb1r/ppp1pppp/5n2/5b2/3Pp3/2N2P2/PPP1Q1PP/R1B1KBNR b KQkq - 1 5,d8d4 e2b5 f5d7 b5b7,1368,83,79,68,advantage fork opening short,Blackmar-Diemer Gambit: Vienna Variation
072Ch,r1bqk2r/pppp1p1p/2n2np1/2b1p1B1/2B1P3/3P1Q2/PPP2PPP/RN2K1NR b KQkq - 2 6,c6d4 f3f6 d8f6 g5f6,1507,74,93,3974,advantage opening short,Kings Pawn Game: Wayward Queen Attack
074Yd,r2q1rk1/ppp1bppp/4bn2/4p3/2BQ4/2N5/PPP2PPP/R1B1R1K1 w - - 0 11,e1e5 d8d4,652,100,96,629,crushing hangingPiece middlegame oneMove,Italian Game: Hungarian Defense
075w2,r4kr1/pppb2p1/2nq3p/2b2P2/4p1PP/2NP1P2/PPPB4/R2QK1NR w KQ - 0 13,f3e4 d6g3 e1f1 g3f2,1180,76,83,402,mate mateIn2 middlegame short,Vienna Game: Anderssen Defense
077HY,6k1/2Qn1p2/5n1p/3pNbp1/3Pq3/2P1P1B1/rr2BPPP/2R1K2R w K - 0 18,e2f3 d7e5 c7d8 g8h7 e1g1 e5f3,2784,115,90,264,advantage long middlegame,Queens Gambit Declined: Ragozin Defense
078uD,r1b2rk1/ppp3p1/2nb3p/3Bp1Nq/2P5/P3B2P/1PQ2PP1/R3R1K1 b - - 1 17,g8h8 c2h7,1160,75,98,1001,mate mateIn1 middlegame oneMove,Zukertort Opening: Dutch Variation
07AfS,r2qr3/1bp3kp/2n2p2/3Q1P2/1bB5/2N2P2/PP4PP/R3K1NR w KQ - 1 17,g1e2 e8e2 e1e2 c6d4 e2d3 b7d5,2332,79,93,3310,attraction crushing discoveredAttack exposedKing long middlegame pin sacrifice,French Defense: St George Defense
07DIK,r2qk2r/1pp2ppp/p1n5/2b2nPb/N2p1B1P/3P4/PPPQP1B1/2KR2NR b kq - 1 12,c5b4 g2c6 b7c6 d2b4,1199,78,93,1765,crushing middlegame short,Kadas Opening: Other variations
07Gtd,r2q1knr/pppnbBpp/3p4/4p3/4P3/1QP2P2/PP1P1P1P/RNB1K2R w KQ - 1 8,d2d3 d7c5 f7g8 c5b3,1250,77,86,602,advantage opening short,Philidor Defense: Steinitz Variation
07REZ,1k1r1bnr/pbp1q1p1/1p5p/4P3/QpP5/3PB1P1/P5BP/RN1R2K1 w - - 6 19,a2a3 e7e5 e3b6 c7b6,2029,79,84,396,crushing fork middlegame short,Zukertort Opening: The Walrus
07U8A,r5r1/ppp2k2/2np1b2/5q2/2PPp3/2N1P2P/PP3PB1/R2QR1K1 w - - 1 18,g1h2 g8g2 h2g2 a8g8 g2f1 f6h4,2567,92,89,395,master middlegame,Indian Defense: Przepiorka Variation
07UFE,r1b4r/pp3kpp/5n2/2p5/1n2PP2/5N2/PB1N2PP/R4RK1 b - - 4 13,b4d3 f3e5 d3e5 f4e5,1827,76,93,5080,advantage middlegame short,Danish Gambit Accepted: Schlechter Defense
07Wgq,r1bq1rk1/p1p1bppp/1p3n2/3p2B1/3QPP2/2N5/PPP1B1PP/R4RK1 w - - 0 11,e4e5 e7c5 d4c5 b6c5,1039,79,89,466,advantage middlegame pin short,Van Geet Opening: Napoleon Attack
07X3h,rn2kb1r/1b1p1pBp/pp2p3/1N1n4/4q3/1Q6/PP2NPPP/R3KB1R b KQkq - 0 12,f8g7 b5d6 e8d8 d6e4,1351,76,95,25690,crushing fork opening short,Indian Defense: Pawn Push Variation
07YUL,r4rk1/pbq1bpp1/1pp1pn1p/8/2P2B2/P1NB4/1P1Q1PPP/4RRK1 b - - 3 16,e7d6 f4d6 c7d6 d3h7 g8h7 d2d6,1599,75,95,6581,crushing discoveredAttack long middlegame,Slav Indian: Other variations
07eCn,r4rk1/pppq1ppp/2n5/3np3/3P2b1/2P1P1P1/P3NPBP/R1BQR1K1 w - - 3 12,a2a4 d5c3 d1d2 c3e2,1668,74,97,6375,advantage middlegame short,English Opening: Anglo-Grunfeld Defense
07fuD,1rQ1kb1r/p2npppp/8/6n1/3P4/8/PPR3PP/4KBNR b Kk - 1 13,b8c8 c2c8,399,106,76,151,backRankMate mate mateIn1 middlegame oneMove,Blackmar-Diemer Gambit Declined: Vienna Defense
07hgu,r2q1rk1/3n1ppp/p2p4/3Np3/2Qb4/6B1/PP3PPP/R4RK1 b - - 0 19,a8c8 c4c8 d8c8 d5e7 g8h8 e7c8,1551,74,91,1687,advantage attraction fork long middlegame sacrifice,Queens Pawn Game: Franco-Sicilian Defense
07iSx,1n2k3/1bpp2rB/1p1bp2p/2q5/p3NP2/8/PPP3PP/R2Q1R1K w - - 5 18,e4c5 b7g2 h1g1 d6c5 f1f2 g2f3 g1f1 f3d1,2052,78,92,1215,crushing discoveredAttack fork intermezzo middlegame pin veryLong,Hippopotamus Defense: Other variations
07itL,r1bqkb1r/pp1ppp1p/2n3p1/4P3/1n2Q3/5N2/PPP2PPP/RNB1KB1R w KQkq - 5 8,c1d2 d7d5 e5d6 c8f5 e4b4 c6b4,1978,74,93,5044,advantage clearance long opening,Sicilian Defense: Hyperaccelerated Fianchetto
07jwI,r4rk1/3n1ppp/p3pn2/3q4/QRpP4/2B1PN2/5PPP/R5K1 w - - 2 18,b4c4 d7b6 c4b4 b6a4,1241,76,87,248,crushing fork middlegame short,Queens Gambit Accepted: Rosenthal Variation
07uFw,r1bqr1k1/ppp2pb1/2n3Q1/3Np1p1/2B1P3/P7/1PPP1PP1/R1B1K2R b KQ - 0 12,f7g6 d5e7 g8f8 e7g6,2021,79,88,574,doubleCheck kingsideAttack mate mateIn2 opening short,Three Knights Opening: Steinitz Defense
07yTN,rn1q1rk1/pp6/3pPbn1/2p2ppR/2P5/2NB1P2/PP4P1/R1BQK3 w Q - 2 16,d3f5 f6c3 b2c3 f8f5,1365,77,93,4355,advantage discoveredAttack master middlegame short,English Opening: Great Snake Variation
080T4,r3r1k1/pp3pbp/2pR2p1/2n1q3/2PNpQb1/1P4P1/PB2PPBP/5RK1 b - - 3 18,g6g5 f4g4 e5d6 d4f5,1936,74,94,5409,crushing master middlegame sacrifice short,Kings Indian Attack: Symmetrical Defense
08BEi,r2q1rk1/pbp1bp2/1p1ppn1B/8/3P4/2PB4/P1PQ1PPP/R4RK1 b - - 2 14,g8h8 h6g7 h8g7 d2g5,2022,79,87,44,advantage attraction kingsideAttack middlegame sacrifice short,Indian Defense: Omega Gambit
